"clade","B121-M06","B088-M06","B211-M04","B299-M04","B081-M04","B235-M06","B142-M12","H01-M06","H23-M06","B454-M12","B454-M06","H15-M04","B334-M04","B117-M06","B266-M06","B177-M06","B168-M06","B087-M06","B146-M04","B327-M06","H11-M04","B063-M04","B470-M06","B346-M06","H04-M04","H09-M06","H08-M12","B005-M04","B109-M12","H19-M12","B117-M04","B198-M06","B142-M04","B372-M12","H28-M04","H20-M04","B372-M04","H10-M04","B454-M04","B044-M04","H09-M04","B151-M06","B061-M04","B211-M06","B386-M06","B185-M06","H07-M06","B066-M12","B358-M12","B177-M04","H03-M12","H06-M12","H02-M04","H03-M04","B185-M04","B061-M06","B123-M04","B461-M06","B372-M06","H04-M12","B193-M06","B066-M06","B103-M04","B336-M06","B142-M06","B168-M04","B301-M12","B103-M12","B226-M06","B341-M06","H20-M12","B087-M04","B029-M06","B358-M06","H07-M04","B379-M12","H01-M04","B226-M04","B066-M04","B977-M06","B043-M06","B228-M12","H11-M12","B426-M12","B364-M04","B177-M12","B235-M04","B198-M12","B349-M12","B295-M06","H22-M06","B294-M04","B029-M12","B081-M06","B341-M12","B109-M04","B346-M04","B461-M12","H27-M04","B029-M04","H01-M12","H26-M12","B301-M06","H04-M06","H15-M06","B295-M12","B475-M12","B167-M06","H21-M04","B123-M12","B190-M06","H12-M06","B005-M06","B977-M12","B349-M06","B236-M04","H19-M04","B299-M06","B336-M12","B341-M04","B294-M06","B190-M04","B063-M12","B044-M12","H18-M06","B226-M12","B087-M12","B295-M04","B069-M04","B475-M06","H06-M04","B426-M04","B266-M12","B125-M12","B327-M04","B346-M12","B168-M12","B121-M12","B117-M12","H27-M06","B109-M06","B301-M04","B174-M06","B336-M04","B327-M12","B167-M04","B426-M06","B151-M04","H03-M06","B103-M06","B193-M04","H09-M12","B005-M12","B069-M06","B228-M06","B266-M04","B211-M12","H26-M06","B081-M12","B165-M04","B470-M12","H02-M06","H17-M06","H17-M12","H05-M06","H26-M04","H08-M06","H08-M04","H22-M12","B198-M04","B358-M04","B349-M04","H15-M12","B364-M12","H28-M06","B991-M04","H11-M06","B991-M06","B088-M12","B146-M12","B193-M12","H20-M06","B063-M06","B235-M12","B379-M06","B174-M04","B088-M04","B069-M12","H12-M12","B991-M12","B386-M12","B043-M04","H05-M12","B061-M12","B125-M06","H05-M04","B236-M06","H07-M12","B165-M06","B461-M04","B364-M06","B475-M04","H19-M06","B379-M04","H06-M06","H23-M12","H10-M12","H21-M06","B470-M04","H17-M04","B044-M06","B299-M12","B185-M12","B190-M12","H18-M12","H21-M12","B125-M04","H02-M12","B977-M04","H23-M04","H12-M04","B334-M06","B043-M12","B334-M12","B228-M04","B121-M04","H10-M06","H22-M04","B294-M12","B123-M06","H27-M12","B165-M12","B386-M04","B236-M12","B151-M12","B167-M12"
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium",0,0,6.42561,0,0,1.16304,0,0,0,0.91803,0,0,0,0,0.1202,0.82143,0,0,38.74529,0,0,0,0,0,0.15066,3.60116,0,0.33646,0.18736,0,0,0,0,0,0,0,0.10693,0,0,0,0.87092,0,0,0,0,0,0,0,0,0,0,0.48871,0,0,0,0.40613,0.28313,0,1.14656,0,0,0.0302,0,0,0,0,0,0,0,0,0,0.52961,0,1.46928,0,0,0,0,0,0.08093,0,0.27962,0.29748,0,3.51128,0,93.0779,0,0.10895,1.14565,0.57252,0.24548,0.12516,0,0,0.0227,0,0.05736,0,0,0.00786,0,0,8.34279,0,37.75377,0,0,0,0,0,0,3.16028,0,0,0,0,0,0,0,0,0,0,0,26.01412,0,1.19149,6.99183,0,0,0,0,0,0,0,0,2.75468,0,0,0,1.84311,0,0,0,0,0,0.00498,0,0,0,0.39715,0.00487,0,0,0,0.2218,0.35547,0,0,0,0,0,0.91027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13443,0,0,0,0,9.36106,0,0,0,0,0,0,0,0.01281,0,0,3.71573,0,0,0,0,0,0,0,0,0,0,0,0,0.48978,0,0.18031,0,0,0,0,0,0.01356,30.90938,0,0,0,0,0,1.61194,0,0,0,0,0,1.21136,0.22523,0,0,0,0,0.01925,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis",0.06006,0.00217,0.00805,0.4152,0.14535,0.70831,0.02232,0.05601,0.00616,0.02295,0,0.02531,0,0,0,0.03832,0.02952,0,0.01555,0,0.13159,0.02628,0.00727,0.14591,0.00362,0.00913,0.01252,0.01148,0.01573,0.65733,0,0.1163,0.02685,0,0,0.03346,0.01764,0.01402,0,0,0.11681,0,0.06886,0.12997,0.01263,0.37702,0.02937,0.11785,0,0.16537,0.01546,0.38397,0.35319,0.07384,0.08055,0,0.49785,0,0,0.02433,0.0168,0.06193,0,0.05608,0.01445,0,0.0386,0.03939,0.01697,0.00866,0.07696,0,0.04503,0.01166,0.06004,0.00932,0.20557,0.00347,0,0.01477,0,0,0,0,0.00322,0,0.08916,0.0117,0,0.13383,0.06903,0,0.00071,0.49977,0.00399,0.01157,0,0,0.02412,0.03037,0.01343,0.05209,0,0.04856,0.00619,0.00624,0.00091,0,0.02121,0.01026,0.17792,0.05566,0.35208,0.0279,0,0.00465,0.03386,0.55148,0.00511,0.04779,0.27897,0.01941,0,0.12237,0.13254,0.0105,0.81607,0.06064,0.04089,0.00638,0.02053,0,0.1163,0.08263,0,0.07853,0.02669,0.04427,0,0.23946,0.01666,0.0563,0.73587,0.19309,0.12204,0.04502,0.03901,0,0.03058,0,0.07067,0.03145,0.23975,0.0701,0,0,0.11416,0.0746,0.14809,0,0.14597,0.11147,0.04532,0.14665,0.08278,0.05343,0.11971,0.12031,0.02643,0,0,0,0,0.02457,0,0.05095,0.1107,0.02956,0,0.08358,0.24545,0.02234,0.03625,0.14616,0.02053,0,0.00593,0.01165,0.03316,0.00145,0.05898,0.06608,0.00189,0.08458,0.02401,0.83675,0.05237,0.06631,1.55337,0,0,0.08884,0.0372,0.1718,0,0,0.05531,0,0.12353,0.02005,0.06636,0.06688,3.85542,0.04228,0.16653,0,0.1716,0,0.01192,0.16205,0.01571,0.00992,0.01376,0.08055,0.04395,0.12335,0.05975,0.36517,0,0.0178,0.07081,0.03654,0.00971,0.01028,0.00313,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens",0,0,0,0.11174,0,1.30718,0.1172,0,0,0,0,0,1.86894,0.20778,0.00062,0,0.0353,10.1774,0,0.08846,0,0.71071,0,0,0,0,0,0,0.8218,0.89849,0.07015,0,0.16228,0,0,0,0.13205,0.05308,0,0.53273,0,0.01782,0.2956,0.09034,0,0,0,0.25219,0,0.6647,0,0,0,0,0,0.39738,0.00379,0,0.00341,0,0.03548,0.34834,0.02132,0,0.20648,0,0,0.24901,0,0.68117,0,0.38338,0,0,0,0.00818,0,0,0.898,0.21328,0,0.04934,0,0,0,0,0.16251,0,0,0,0,0.57804,0,0.59911,0,0,0.30549,0,0,0,0,0,0,0.03472,0,0.0183,0.01717,0,0,0.03528,0.93542,0,0,0.35951,0,0.0519,0,4.80908,0,0.15625,0.07635,0.36324,0.34613,0.74336,0,0,0.44563,0.02492,0.03364,0,0,3.98787,0.17774,0,0.26466,0.27997,0.00212,0,0.26894,0,0,0,0.73149,0,0,0,0.51597,0,0,0,0.05121,0,0,0,0,0.02601,0.10018,0.15272,0,0,2.58369,0,0,0,0.03023,0,0.08073,0,0,0.2952,0,0.41829,0,0.55822,0,0,0,0,0.01534,0,0,0,0.08379,0.69345,0.0802,0,0,0.01095,0,0,0,0,0,0,38.64161,0,0,0,2.34613,0,0.00472,0.13932,0,0.074,0,0,0,0,0.13602,0,0.44901,0.00262,15.33167,0.21656,0,0,2.1835,0,0,0,0,0.74665,0,41.10484,0,1.10902,0,0,0.23262,0.01781,0,0.23847,0,0,0.07198,0.01148
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus",0.00648,0,0,0.02227,0,0.03343,0.22728,0,0,0,0,0,0,0.02163,0.00364,0.00175,0,0,0.03553,0.00204,0.00553,0,0.01713,0,0,0.12942,0.00171,0.00382,0,0.05994,0,0.00169,0,0.00096,0,0.00333,7e-04,0.00295,0,0.01311,0.04447,0.00801,0,0,0.05684,0,0.00119,0,0,0,0,0,0,0.02429,0.02348,0,0.03836,0,0.02958,0,0.01207,0,0.10458,0.03433,0.00678,0,0,0.16215,0.00044,0,0,0,0.00889,0.0015,0,0.02799,0,0.00529,0,0.02196,0,0,0,0,0.05353,0.04831,0.00278,0,0.01955,0.01985,0.14925,0.00478,0,0.00737,0,0.00513,0,0.06344,0.00172,0.04295,0,0,0.00856,0.00507,0.02817,0,0,0,0.00207,0,0.02805,0.01748,0.03742,0,0.05866,0.01132,0.00884,0.19707,0.03066,0,0.04512,0,0.01462,0.04382,0,0.02145,0,0.01052,0.00049,0,0.01763,0,0.04169,0.02267,0.03238,0,0.02279,0.02997,0,0.00398,0,0,0,0,0.06464,0.00168,0,0,0.00509,0,0.00216,0.01901,0,0,0,0,0,0.00037,0.00764,0,0.0525,0,0,0.05986,0.00711,0.01233,0.00272,0.01221,0.068,0.02754,0.00992,0,0.00211,0.00333,0,0,0,0.02843,0.00324,0.00325,0.04745,0,0,0,0,0,0.001,0,0,0.098,3e-04,0.18106,0,0,0.06214,0.00807,0,0,0.05857,0,0.06204,0.04457,0.01416,0.05183,0.00265,0,0,0,0,0,0.01469,0.01303,0.66503,0,0,0,0,0.00821,0,0.00612,0,0,0.03891,0,0,0.01156,0,0.01085,0,0.03969,0.0072,0.0564,0.0028,0.01566,0.0041,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa",0,0,0,0.05662,0.00886,0.11714,0.32249,0.03564,0,0.15847,0.0013,0.14351,0.05315,0.00054,0,0,0.00866,0.10005,0.12012,0.00035,0.03567,0.02417,0.01816,0.0012,0,0.00272,0.00794,0.04057,3e-04,0.31529,5e-04,0.00032,0.14046,0,0,0,0.00902,0,0.01447,0.0349,0.07761,0,0.4834,0.00779,0.39628,0.69665,0.00389,0,0,0.03091,0,0,0.00147,0.03531,0.18624,0.04659,0.07638,0,0,0.00097,0,0,0,0,0.01887,0.00769,0.02446,0.01234,0.08151,0,0.01085,0.00745,0.08792,0,0.02105,0.0187,0.01035,0.01655,0,0.00355,0,0.09518,0,0.0124,0,0.03832,0.01968,0.09183,0.0236,0,0.00455,0.00049,0,0.0966,0,0,0,0.00216,0.04915,0.00433,0.03445,0.03157,0.11787,0.00248,0.0709,0,0.14136,0,0,0.01929,0.00528,0.00123,0.69771,0.01121,0.01282,0.02541,0,0.67291,0,0,0.00066,0.17535,0,0.04818,0.03513,0.27521,0.00349,0,0.58476,0.0077,0.09319,0.00063,0.00049,0.13876,0,0.00142,0.15222,0,0.13412,0.13471,0,0,2.98483,0.01392,0.58632,0.00901,0.01623,0,0,0,0.06559,0.01527,0,0.11557,0.10405,0,0,0.04519,0,0.0413,0.00171,0.02884,0,0.15395,0.00152,0.01083,0.10116,0.02266,0,0,0,0.01119,0,0,0,0.0026,0.08581,0,0.01359,0.15351,0.09482,0.00983,0.20785,0.03102,0,0.00903,0,0.0097,0.01086,0.02214,0.01408,0.02161,0,0.08926,0.00041,0.01285,0.05843,0,0.00597,0,0,0.00787,0.00955,6e-04,0,0,0,0,0.03056,0,0,0,0.34827,0.01057,0,0.00107,0,0,0.00769,0,0.00072,0.01572,0.12179,0.04097,0.00276,0,0,0.04083,0.00642,0.00811,0.03863,0.03312,0.01914,0.03446,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus",12.37967,0.00429,0,1.16471,5.07209,9.7509,0,8.06549,10.64314,4.58337,0.01181,0,13.92337,11.70753,0,4.46535,0.28874,0,4.6347,1.30772,5.13664,0,0.13835,0,0,0,0.53918,1.23344,3.86213,3.19219,0.06972,0,0,0.5552,8.40045,3.15247,35.88038,2.40305,0.06043,0,0,0.52506,0.6988,4.74026,4.68077,1.1651,1.95277,1.7016,0.07446,0,2.94929,9.57846,22.21857,19.14019,20.26002,9.15888,0,0.75141,0.69364,4.01673,1.42525,2.00929,1.2042,11.11317,0,0.05135,61.44616,2.33356,32.67683,2.41739,2.86876,0,0,2.36127,9.15042,2.18874,0,1.19375,0.92366,3.51014,18.40131,0,0.22854,0,3.85564,0.50064,0,31.28776,1.20986,0,4.97036,1.30526,0.00051,4.95744,3.25162,2.73835,0,3.41722,0.00717,0,5.45056,0.53333,13.42165,2.52464,0,9.03847,0.09589,0.01321,4.49371,8.8704,11.54988,6.61118,3.15475,3.45657,0,0,0,0.13087,0.15158,0.54183,0,10.64227,0.55124,2.09269,0,0.79909,10.52632,0,0.12533,3.13082,6.75386,1.46976,1.66967,6.97725,0.78122,1.02298,1.48414,21.15188,1.87681,2.40515,9.86783,6.86671,2.13334,9.39919,0.01574,0.59172,0.79379,0.80588,4.71232,0.00295,16.85486,8.59705,0.23278,0.05036,0,0,1.36872,60.584,4.38005,0,1.13245,10.22133,8.88368,5.22307,0.60144,68.14168,3.30978,1.10342,0.49142,5.30214,0.16128,0.37087,39.34944,17.48675,4.34939,3.67286,0,2.16743,4.25899,10.35709,19.79402,4.55439,14.61769,7.67629,1.27691,0,1.4028,0.82455,6.39992,5.30798,9.29266,0,0.33213,6.39768,36.17046,0,0,86.83548,0,5.32295,2.1538,0,0,3.49288,9.36425,15.90237,5.8939,1.66023,0.93983,4.9486,0,2.39698,46.15342,32.51741,14.97268,0.43801,0,20.55695,1.56048,5.18001,1.12631,1.29444,21.60509,1.12659,0,0,19.3002,34.58247,1.96102,0,58.71448,4.59344,17.92566,0.71438,27.45708,0.38337
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_michiganensis",0,0,0,0.12946,0,2.57964,0,0,0,0.00494,0,0,0,0,0,0,0,0,0,0,0,0.26821,0,0,0.00541,0,0,0,0.02335,0,0,0,0.23662,0.01367,0,0,0,0,0,0,0,0.02003,0,0,0,0,0,0,0,0,0,0.14089,0.07706,0,0,0,0,0,0,0,0,0,0.01956,0,0,0,0,0,0,1.21269,0,0.06624,0,0,0,0,0.13904,0,0.0135,3.09105,0,0,0,0,3.6878,0,0.10374,0,0,0.19065,0.01144,0,0,0,0,0,4.12203,0,0,0,0,0,0.05016,0,0,0,0,13.02949,0,0,0,0,0.23742,14.08385,0,0,0,0.01127,0,0.04264,0,0,0,0,0,0,0,0.07292,1.48252,0,0.04009,0,0,0,0,0.15551,0,0,0,0,0.00747,0.20279,0,0,0,4.96131,0,0,0,0,0,0,0,2.34113,8.86699,0,0,0,0,0.02334,0,0,0,0.51428,0,0,0,0,0,0,2.09969,0,0,0,0.02828,0,0,0,0,0,2.20866,0.02673,20.52356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10008,0,0.01347,0,0.07924,0,0,0,0.00801,0,0,0,0,0.23144,0,0.03893,0,0,0,0,0,0,1.6329,0.00764,0,0,0,0,4.9348,0,0,3.1619,0,0,0,0.02817,0,0,0,8.05166
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_clostridioforme",0,0,0,0,0.2926,0,0,0,0,0,0,0.27654,0,0,0,0,0,18.62481,0,0,0,0,0,0,0,0,0,0.11845,0.02215,0,0,0,0,0,0.51583,1.68762,0,0,0,0,0,0,3.82582,0,0,0,0,0,0.10245,0,0.40133,0,0.11794,6.71354,0,5.32522,0,0,0,0.59046,0,0,0,0,0,0,0,3.11071,0.2073,0,0.3075,0.48633,0,0,0,0,0,0,0,0,0,0,0.18711,0,0,0,0,0,0,0,0.06373,0,0,0.09176,0,0,0,0,0,0,0.05289,0.03947,0,0,0.50391,0,0,0,0,0,0,0,0.77093,0,0,0,0,0,0,0,0,0,0,6.65291,0,0.3171,0.12197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12923,0,0,0.01155,0,0,0,0,0,0,0.1229,0,0,1.12925,0,0,0,0,0,0,0,0,0,0,0.3608,0.04894,0.32897,0,0,0,0,0,0,1.08167,0,0,0,0,0,0,0,0,0.0038,0,0.06008,0,0,0,0,0,0,0.04207,0.24243,0,0,0,0,0,0.00917,0,0,0,0,0,0.08115,14.71293,0,0.08572,0,0.04182,0,0,0,0,0,0,0,0,0,0,13.14395,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium|s__Cutibacterium_avidum",0,0,0,0,0,0,0,0,0,0,0,0,2.3882,0,0.01556,0,0,0,0,0,0,0,0,0,0.75849,0,0,0,0,0,0.06848,0,0,0,0,0,0,0,0,0,0,1.74431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7246,0,0,0.0993,0,0,0,0,0.32732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04811,0,0,0,0.05924,0.02674,0,0,0,0,0,0,0,0,0,0,0,0,0.13651,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula",25.07861,0,0.13409,2.95542,1.70105,8.63757,0.30973,14.2822,0,0.88495,0,0.02092,0,0.09737,1.03659,15.61879,0.06578,0.17413,2.51525,0.22519,41.06565,0.04785,0.00234,0.13235,1.1489,0.4676,11.64095,0.08422,1.27677,0.00574,0.52999,0,0.02465,0.01771,0.97511,0.19803,0,0.05055,0,0.01853,0.52056,0.84195,0.05088,0.14348,0.00419,0,18.59405,0.15737,0.00367,19.86761,0.09539,2.76651,5.69934,0,0.08425,0.01284,0.14541,0,0,0,0.58884,0.27842,0,0,0.01163,0.22496,0,0.01872,0.1492,0.28007,0,0.17224,0,0.03507,0,13.44976,12.95794,0,0.36835,0.00735,1.06955,0.04077,0,0.00406,0.01114,2.00455,0.92313,0.00118,0.14531,4.10013,0.00477,0.02833,0,16.99072,2.43407,0,0.05652,0,0,0,0.79148,0.4311,0.00396,1.59767,0.0857,0.9595,0.05292,0,8.39599,0.06267,0,0,0.03614,0.00256,0.97718,1.5813,0,1.4902,0,0.58873,0.5957,0,0,0.0039,8.00282,0.53341,0.14514,1.31242,0.02423,29.60856,0.09517,52.87044,0.62487,0.00842,0.18687,0.991,0.0795,2.50247,2.84747,0,0.82296,0.11613,0.35179,0,0,0.02272,0.44119,0.52801,0,0,0.92664,0,0.01025,0.03705,0.1272,0.43898,0.05149,0.09676,35.88293,0.06443,0,0,0.22962,1.79958,0,2.87286,11.1398,0,0,0.09375,9.24224,11.43327,0.01945,2.77543,24.69716,0,0,0,0,0.43189,0,0.38188,0.05621,0.0638,0.49783,1.81812,0,0,0.06158,0.71958,0.06862,0.10858,0,0.65586,0.10007,0,0.54731,0.02997,0.12518,0,0,0.03225,0.04247,0.39308,25.06384,0,0,23.92541,0,0.00179,0,0,0.01444,0,0,0.01945,0.38867,0.01434,0.24369,0.01498,0,0,5.39895,1.00224,0,26.29766,2.05114,0.0192,0.0207,0.039,0.11403,0.56915,4.39741,1.20672,0.05424,0.02028
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gallinarum",0.28986,0,0,0,0,4.37587,0,0,0.18477,0,0,0,0,0,0,0,0.00854,0,0,0,0,0,0,0,0.37056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07484,0,0,0,0,0,0,0,0,0,0.04623,0,0,0.00079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00994,0,0,0,0,0,0,0,0,0,0,0.03774,0,0,0,0.01123,0,0,0,0,0,0,0,0,0,0,0,0,0.12029,0,0.07504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07186,0,0,0,0,0,0,0,0,0,0,0.1858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09643,0,0.06233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07598,0,0,0,0.08195,46.31968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_epidermidis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00332,0,0,0,0,0,0,0,0,0.03631,0,0,0,0,0,0,0,0,0,0,0.00811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158,0,0,0.00501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00768,0,0,0,0,0.02057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00695,0.01231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0091,0,0,0,0,0,0,0.05429,0,0,0,0.0041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Aeriscardovia|s__Aeriscardovia_aeriphila",0,0,0,0,0,0,0.01392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00636,0,0,0.00521,0,0.00183,0.00312,0,0,0,0,0.00345,0,0,0,0,0,0,0,0,0.0111,0,0.00872,0.00284,0,0,0,0,0,0,0,0,0,0.00217,0,0.00538,0,0.00211,0,0.02399,0,0,0.00283,0.00612,0,0,0,0,0,0,0,0.00341,0.01073,0.00171,0.00142,0,0.00516,0,0.00599,0,0,0,0,0,0,0,0.00088,0,0,0,0,0.01011,0,0,0,0,0,0,0,0,0,0,0.00261,0,0,0,0,0.00235,0,0,0,0,0.00337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00334,0,0,0,0.00182,0.00797,0,0,0,0,0,0,0,0.01562,0,0,0,0,0,0,0,0,0.00179,0,0.00257,0,0,0,0,0,0,0,0,0,0,0.0063,0,0,0,0,0.00501,0,0.00345,0,0.00734,0,0,0,0,0,0,0,0,0.00196,0,0,0,0,0,0,0,0,0,0,0,0.00893,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041,0.00095,0,0.00613,0,0,0,0,0.00403,0,0.00268,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum",1.49549,0,0,0,0.38415,0,0,0.44268,0.04204,0.23989,0,3.41323,0,0,0.03015,3.27299,0.09039,0.27542,4.91268,0,0,0,0,2.36564,0,0,0.86863,0.3174,0.03174,24.10287,0,0.04764,0,0.02165,0.69237,0,1.11575,0,0,0,0,0.59934,0.32845,0.4599,0.27217,8.13121,1.06124,0,0,8.19585,2.93841,4.68669,1.00142,13.36415,0,4.3228,0,0.00812,0.2205,5.24453,0,0.35084,21.78868,0.92781,0,1.11653,0.57844,0.00937,0.90892,0.1059,0.65061,2.90443,0,0,0,0.09485,0,0.03215,0.01333,0.09312,1.55451,0,0.06735,0,0.01741,0.18219,0,0.07071,0.22337,4.91575,1.60137,0,0,0.29986,0.16781,0.0309,0.07641,0.32682,0,0,2.4347,0.0375,0.32201,0,5.62861,0.49427,0.00442,0,0.70562,0.29319,5.56005,6.47972,6.02532,0.02383,0,0,0,0,0.14758,0.12721,0,0.04711,0.27156,0,5.6686,0.02041,0.65479,13.19537,0.05262,0.09801,11.54564,0,0,0.06015,0,0.01456,0.1844,1.22868,0.07056,1.52656,0.40207,0.04188,0.06854,0.72159,0.05607,0,0,0,0,0,0,4.92009,2.28699,0.14868,0,0.1082,0.01552,0,0.57086,0,0.65451,0.57128,1.63434,3.94173,0,0,3.9539,0.91536,0.05154,0,0,0,4.96602,0.60059,0.75065,0.13567,22.52872,0.7076,0.10088,4.44052,0,0.00402,5.43034,1.62258,0,0,0.02058,0.10934,2.28727,0.68131,7.54277,0,1.10499,0.37902,0,0,0,3.58773,0,2.83562,4.56622,0.15085,0.09504,0,3.93425,7.60496,0.57197,0.64673,0.12849,16.08738,0,0.01899,0.1934,12.51257,7.82392,0.28443,0,15.12635,0,0,10.88511,0,0.41851,0.10952,0,2.06566,0,0.63886,0.24894,0,8.32097,0.33613,0.23856,0.08959,0.05266,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_radingae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01862,0,0,0,0,0,0,0,0,0,0
